sku,codigo_ean,produto,categoria,quantidade_disponivel,quantidade_reservada,estoque_minimo,corredor,nivel_prateleira,localizacao,status,fragil,lote,dimensoes_cm,peso_kg,fornecedor,data_entrada,data_ultima_movimentacao,custo_unitario,preco_venda
SKU-4974,7899009749934,Lanterna de Trabalho Recarregavel,Ferramentas,176,57,25,A3,Nivel 4 (Alto),A3-4,Reservado,False,L2026058,17.3x8.3x17.8,4.11,Nortex Distribuicao,2025-11-29,2026-07-14,343.3,585.4
SKU-1232,7896046333126,Mouse sem Fio,Eletronicos,443,78,25,B3,Nivel 1 (Solo),B3-1,Disponivel,False,L2026962,41.9x40.4x30.8,10.41,Prime Supply Comercio,2025-11-28,2026-05-26,207.52,433.18
SKU-5382,7896631892908,Oleo Lubrificante 5L,Automotivo,165,32,10,E2,Nivel 1 (Solo),E2-1,Disponivel,False,L2026219,46.7x39.3x40.9,0.64,Distribuidora Vega Ltda,2026-06-26,2026-07-09,10.05,16.73
SKU-1148,7891608989926,Carregador Portatil,Eletronicos,387,57,10,A3,Nivel 2,A3-2,Disponivel,False,L2026855,64.3x23.7x41.9,8.35,Global Trade Comercio Exterior,2025-12-19,2026-06-09,64.06,112.25
SKU-6039,7898534434674,Suporte para Monitor,Utilidades para Escritorio,282,67,20,A3,Nivel 2,A3-2,Disponivel,False,L2026404,44.0x19.5x17.6,10.62,Metropolitana Atacado,2026-06-04,2026-07-06,388.06,839.39
SKU-1408,7899282341436,Power Bank 10000mAh,Eletronicos,420,54,40,E1,Nivel 1 (Solo),E1-1,Disponivel,False,L2026136,64.6x30.4x27.4,5.65,Ponto Central Suprimentos,2026-01-15,2026-01-23,243.11,370.04
SKU-3091,7893616050292,Camiseta Regata,Vestuario,384,74,40,A1,Nivel 4 (Alto),A1-4,Disponivel,False,L2026550,35.8x36.9x38.0,2.99,Union Cargo Distribuidora,2026-04-02,2026-07-17,280.68,582.19
SKU-1087,7896773454019,Fone de Ouvido Bluetooth,Eletronicos,293,29,40,E1,Nivel 1 (Solo),E1-1,Disponivel,True,L2026407,16.4x44.5x41.9,11.04,Importadora Bravo,2025-11-22,2025-12-05,87.33,191.09
SKU-1845,7896154705549,Fonte Universal para Notebook,Eletronicos,37,19,30,D2,Nivel 1 (Solo),D2-1,Disponivel,False,L2026439,10.2x29.3x38.7,3.84,Prime Supply Comercio,2026-04-10,2026-07-17,207.78,422.7
SKU-2032,7892320914012,Air Fryer 6L,Casa e Cozinha,315,24,25,E2,Nivel 2,E2-2,Disponivel,True,L2026538,23.5x33.4x26.2,2.13,Prime Supply Comercio,2026-03-03,2026-05-18,143.63,222.88
SKU-5957,7899473197880,Mesa de Escritorio Compacta,Utilidades para Escritorio,235,70,50,B1,Nivel 2,B1-2,Reservado,False,L2026382,19.5x8.2x28.7,12.1,Union Cargo Distribuidora,2026-02-19,2026-05-01,209.88,387.55
SKU-5013,7891011060038,Racao para Caes Adultos 15kg,Pet Shop,383,67,10,C2,Nivel 2,C2-2,Disponivel,False,L2026066,22.4x20.8x6.6,3.15,Importadora Bravo,2026-03-12,2026-07-17,189.13,286.88
SKU-3874,7896227192177,Kit Skincare Facial,Higiene e Beleza,209,49,15,B3,Nivel 4 (Alto),B3-4,Disponivel,False,L2026925,28.3x34.3x35.6,2.26,Union Cargo Distribuidora,2026-03-28,2026-05-31,114.27,220.2
SKU-4414,7893420502406,Kit Blocos de Montar,Brinquedos,298,0,50,C3,Nivel 2,C3-2,Disponivel,True,L2026184,56.5x24.4x11.3,12.38,Fornecedora Horizonte Ltda,2026-01-13,2026-01-30,139.73,196.18
SKU-3629,7893373643539,Condicionador 400ml,Higiene e Beleza,57,23,25,C1,Nivel 2,C1-2,Disponivel,True,L2026176,41.9x19.1x10.2,10.81,Metropolitana Atacado,2026-06-30,2026-07-13,32.58,70.72
SKU-3805,7891837691089,Chapinha Modeladora,Higiene e Beleza,401,69,10,C3,Nivel 1 (Solo),C3-1,Disponivel,True,L2026004,9.2x9.8x13.4,7.15,Ponto Central Suprimentos,2026-01-17,2026-02-13,363.72,654.38
SKU-1856,7890300449646,Fonte Universal para Notebook,Eletronicos,475,8,25,D1,Nivel 2,D1-2,Disponivel,False,L2026752,49.5x20.3x7.5,12.1,Global Trade Comercio Exterior,2026-02-18,2026-07-15,395.73,587.41
SKU-1079,7895953278773,Fone de Ouvido Bluetooth,Eletronicos,254,2,20,C1,Nivel 1 (Solo),C1-1,Disponivel,True,L2026689,22.6x30.7x35.7,6.61,Metropolitana Atacado,2026-05-13,2026-07-01,281.67,393.27
SKU-3248,7892421825484,Bone Aba Reta,Vestuario,169,59,10,D1,Nivel 3,D1-3,Em Conferencia,False,L2026184,44.4x10.9x10.6,3.22,Union Cargo Distribuidora,2026-07-13,2026-07-23,144.13,327.17
SKU-5689,7894387475161,Camera de Re Automotiva,Automotivo,90,45,50,D2,Nivel 1 (Solo),D2-1,Disponivel,True,L2026662,13.8x31.6x25.7,1.44,Prime Supply Comercio,2025-12-15,2026-06-21,280.52,544.66
SKU-4865,7897781088135,Escada de Aluminio 5 Degraus,Ferramentas,190,56,10,F2,Nivel 3,F2-3,Disponivel,False,L2026947,61.4x31.0x17.6,10.22,Nortex Distribuicao,2026-06-18,2026-07-27,8.43,12.16
SKU-4077,7890276177819,Quebra-Cabeca 500 pecas,Brinquedos,423,65,15,B1,Nivel 2,B1-2,Disponivel,False,L2026766,45.0x37.6x10.2,6.71,Union Cargo Distribuidora,2026-05-18,2026-06-23,450.19,717.49
SKU-6072,7897428810068,Apoio de Pe Ergonomico,Utilidades para Escritorio,296,29,15,E1,Nivel 2,E1-2,Em Conferencia,False,L2026936,34.3x22.8x4.4,10.57,Comercio Atlas S.A.,2026-07-01,2026-07-26,85.13,167.46
SKU-3280,7898341065726,Jaqueta Corta-Vento,Vestuario,373,79,30,C1,Nivel 4 (Alto),C1-4,Em Conferencia,False,L2026888,51.6x42.7x34.7,3.35,Prime Supply Comercio,2026-04-11,2026-06-05,367.87,828.36
SKU-3742,7895221815952,Hidratante Corporal 200ml,Higiene e Beleza,272,9,30,C1,Nivel 4 (Alto),C1-4,Disponivel,False,L2026253,16.2x11.4x39.5,9.21,Global Trade Comercio Exterior,2026-04-06,2026-07-24,245.91,461.09
SKU-5270,7896160759918,Guia Retratil,Pet Shop,408,3,10,E1,Nivel 1 (Solo),E1-1,Reservado,True,L2026358,61.8x28.2x28.0,10.2,Importadora Bravo,2026-06-27,2026-07-19,358.11,803.29
SKU-5909,7893627121370,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,152,47,10,A2,Nivel 2,A2-2,Disponivel,False,L2026988,40.5x8.2x18.1,0.93,Comercio Atlas S.A.,2026-06-07,2026-07-17,222.27,406.2
SKU-4621,7898990707732,Trena a Laser,Ferramentas,295,71,10,D1,Nivel 2,D1-2,Em Conferencia,True,L2026883,43.5x46.6x7.5,13.84,Importadora Bravo,2025-11-18,2026-06-13,89.78,133.61
SKU-3177,7896136746164,Meia Soquete (par),Vestuario,219,1,10,B1,Nivel 2,B1-2,Disponivel,False,L2026718,47.0x15.2x20.8,3.67,Distribuidora Vega Ltda,2026-03-20,2026-07-23,234.43,465.29
SKU-1425,7899622728477,Power Bank 10000mAh,Eletronicos,369,43,25,D2,Nivel 1 (Solo),D2-1,Disponivel,True,L2026853,7.9x37.3x22.1,5.96,Union Cargo Distribuidora,2026-05-01,2026-07-14,78.2,171.03
SKU-1393,7897647501112,Caixa de Som Bluetooth,Eletronicos,250,65,10,D1,Nivel 2,D1-2,Disponivel,True,L2026586,34.6x32.7x19.3,1.8,Global Trade Comercio Exterior,2026-05-04,2026-07-16,382.11,581.59
SKU-5852,7895567070916,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,329,53,40,A1,Nivel 1 (Solo),A1-1,Disponivel,True,L2026662,51.8x22.0x16.6,8.17,Ponto Central Suprimentos,2025-11-10,2025-12-18,18.33,29.91
SKU-4608,7895661282406,Trena 5m,Ferramentas,266,19,50,D2,Nivel 4 (Alto),D2-4,Disponivel,False,L2026835,23.1x46.4x17.1,0.7,Metropolitana Atacado,2026-01-07,2026-01-16,67.16,131.41
SKU-1105,7899261429391,Fone de Ouvido com Fio,Eletronicos,434,49,50,C3,Nivel 3,C3-3,Disponivel,False,L2026101,46.7x8.4x31.8,6.15,Comercio Atlas S.A.,2026-04-06,2026-04-23,356.12,748.2
SKU-3673,7893362706535,Escova de Dente Eletrica,Higiene e Beleza,286,9,40,C2,Nivel 3,C2-3,Disponivel,False,L2026167,25.3x42.1x16.6,8.26,Distribuidora Vega Ltda,2025-11-14,2026-01-11,332.23,744.32
SKU-5854,7898904190254,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,51,1,10,F2,Nivel 3,F2-3,Disponivel,False,L2026537,29.2x8.5x20.7,9.17,Union Cargo Distribuidora,2025-12-14,2025-12-23,466.0,712.73
SKU-3715,7897921182891,Hidratante Corporal 200ml,Higiene e Beleza,126,3,10,B3,Nivel 1 (Solo),B3-1,Reservado,False,L2026889,26.7x32.6x5.5,8.77,Fornecedora Horizonte Ltda,2026-07-08,2026-07-24,219.81,424.21
SKU-5005,7898835199173,Racao para Caes Adultos 15kg,Pet Shop,474,31,25,C1,Nivel 4 (Alto),C1-4,Disponivel,False,L2026289,52.1x26.1x13.4,3.74,Comercio Atlas S.A.,2026-07-10,2026-07-15,82.9,158.91
SKU-4274,7894685192616,Boneca com Acessorios,Brinquedos,353,45,25,F1,Nivel 4 (Alto),F1-4,Disponivel,False,L2026230,22.7x33.3x4.0,8.7,Comercio Atlas S.A.,2025-12-12,2026-02-25,74.76,150.77
SKU-2949,7898881185922,Clips Metalico (cx 100un),Papelaria,212,27,10,B2,Nivel 1 (Solo),B2-1,Disponivel,False,L2026589,57.7x8.8x37.5,4.85,Comercio Atlas S.A.,2026-04-07,2026-06-14,66.02,117.57
SKU-2460,7897443319973,Panificadora Eletrica,Casa e Cozinha,415,15,10,B3,Nivel 2,B3-2,Disponivel,True,L2026631,61.0x12.1x19.3,6.57,Comercio Atlas S.A.,2026-05-16,2026-06-27,426.29,893.6
SKU-4442,7897220895805,Patinete Infantil,Brinquedos,13,6,30,B3,Nivel 1 (Solo),B3-1,Baixo Estoque,False,L2026550,41.0x22.6x7.1,13.25,Union Cargo Distribuidora,2026-03-17,2026-05-17,319.24,721.56
SKU-3961,7892424129633,Protetor Solar FPS 50,Higiene e Beleza,415,77,20,A3,Nivel 2,A3-2,Disponivel,False,L2026037,42.6x30.3x32.7,11.46,Prime Supply Comercio,2026-03-04,2026-03-20,112.46,155.15
SKU-5024,7891016329000,Racao para Caes Adultos 15kg,Pet Shop,159,21,10,D1,Nivel 2,D1-2,Disponivel,False,L2026754,34.9x13.2x9.3,5.52,Ponto Central Suprimentos,2025-11-23,2026-02-26,188.32,387.24
SKU-5916,7896390003669,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,236,34,20,A3,Nivel 1 (Solo),A3-1,Disponivel,False,L2026041,47.1x23.2x14.5,1.64,Union Cargo Distribuidora,2026-06-08,2026-07-19,236.57,465.8
SKU-2588,7893770124938,Caneta Esferografica Azul (cx 50un),Papelaria,56,55,50,B3,Nivel 2,B3-2,Disponivel,True,L2026041,61.3x28.5x12.8,6.78,Prime Supply Comercio,2025-11-18,2025-12-12,127.13,201.44
SKU-4868,7891548789709,Escada de Aluminio 5 Degraus,Ferramentas,227,39,30,C1,Nivel 4 (Alto),C1-4,Reservado,False,L2026389,28.4x47.7x10.7,9.48,Nortex Distribuicao,2026-05-07,2026-07-21,406.01,551.73
SKU-2732,7898058138058,Marcador de Texto (kit 6un),Papelaria,114,23,25,C1,Nivel 4 (Alto),C1-4,Disponivel,False,L2026419,39.0x17.8x15.3,1.59,Comercio Atlas S.A.,2025-12-06,2026-03-08,364.43,807.94
SKU-5891,7897375616812,Dicionario Portugues-Ingles,Livros e Papelaria Tecnica,477,24,20,C2,Nivel 3,C2-3,Disponivel,False,L2026347,47.8x7.1x27.9,3.72,Importadora Bravo,2026-05-10,2026-05-30,134.83,307.44
SKU-5894,7895631559309,Dicionario Portugues-Ingles,Livros e Papelaria Tecnica,39,15,20,A2,Nivel 1 (Solo),A2-1,Disponivel,True,L2026661,51.7x21.3x9.2,12.11,Global Trade Comercio Exterior,2025-12-17,2026-03-27,438.05,987.25
SKU-4890,7896317762600,Escada de Aluminio 5 Degraus,Ferramentas,471,66,10,E2,Nivel 4 (Alto),E2-4,Disponivel,False,L2026071,56.4x5.7x36.9,3.67,Distribuidora Vega Ltda,2025-12-18,2026-03-07,135.32,198.65
SKU-2792,7893612769877,Calculadora Cientifica,Papelaria,88,20,25,F2,Nivel 3,F2-3,Reservado,False,L2026647,61.6x26.0x16.6,7.92,Metropolitana Atacado,2025-11-18,2026-03-23,380.89,745.38
SKU-3356,7893514522822,Calca Jeans Slim,Vestuario,71,41,15,F1,Nivel 3,F1-3,Disponivel,False,L2026611,41.1x37.8x24.7,11.89,Global Trade Comercio Exterior,2026-03-05,2026-05-07,349.18,744.69
SKU-2941,7893828981223,Clips Metalico (cx 100un),Papelaria,400,28,40,F1,Nivel 4 (Alto),F1-4,Em Conferencia,False,L2026399,27.5x13.4x27.8,3.81,Ponto Central Suprimentos,2025-12-20,2025-12-29,161.13,322.83
SKU-1703,7892210401646,Pen Drive 128GB,Eletronicos,270,15,50,F2,Nivel 1 (Solo),F2-1,Reservado,False,L2026255,44.0x28.5x20.9,7.24,Fornecedora Horizonte Ltda,2026-05-08,2026-05-09,353.04,799.3
SKU-3443,7891566303635,Tenis Casual Unissex,Vestuario,262,52,15,C3,Nivel 4 (Alto),C3-4,Disponivel,False,L2026668,21.5x19.0x38.0,0.07,Prime Supply Comercio,2026-04-19,2026-07-26,29.94,67.08
SKU-4363,7896904883565,Bicicleta Infantil Aro 16,Brinquedos,145,62,15,F2,Nivel 4 (Alto),F2-4,Disponivel,False,L2026609,33.9x8.7x40.5,5.52,Ponto Central Suprimentos,2026-02-22,2026-03-16,31.82,68.91
SKU-1497,7890883070534,Smartwatch Esportivo,Eletronicos,292,54,20,C3,Nivel 2,C3-2,Disponivel,True,L2026443,47.7x41.3x19.8,6.93,Comercio Atlas S.A.,2025-12-13,2026-04-03,144.39,209.96
SKU-1465,7894268344142,Power Bank 20000mAh,Eletronicos,474,80,30,A3,Nivel 4 (Alto),A3-4,Disponivel,False,L2026480,32.1x18.5x39.4,4.99,Union Cargo Distribuidora,2025-12-25,2025-12-27,211.96,314.06
SKU-3836,7891817457575,Perfume 100ml,Higiene e Beleza,267,16,25,B1,Nivel 1 (Solo),B1-1,Disponivel,True,L2026240,40.3x25.5x39.6,9.09,Distribuidora Vega Ltda,2026-02-10,2026-07-25,306.41,678.93
SKU-5448,7896593793015,Aromatizante Automotivo,Automotivo,453,12,15,E1,Nivel 3,E1-3,Disponivel,False,L2026803,41.7x14.7x37.5,10.26,Fornecedora Horizonte Ltda,2026-06-16,2026-07-01,367.62,694.64
SKU-1173,7898851587992,Carregador de Parede 20W,Eletronicos,363,53,40,F2,Nivel 1 (Solo),F2-1,Disponivel,True,L2026274,12.3x21.4x4.1,10.52,Importadora Bravo,2025-12-01,2025-12-24,205.06,279.32
SKU-4248,7890900255876,Kit Massinha de Modelar,Brinquedos,78,41,30,B1,Nivel 1 (Solo),B1-1,Reservado,False,L2026645,7.8x15.0x32.4,4.88,Distribuidora Vega Ltda,2026-05-20,2026-07-26,89.31,193.97
SKU-5923,7893495387601,Cadeira de Escritorio Ergonomica,Utilidades para Escritorio,121,17,50,D1,Nivel 1 (Solo),D1-1,Reservado,False,L2026210,51.4x46.9x37.7,13.58,Prime Supply Comercio,2025-12-02,2026-05-24,244.64,341.49
SKU-3541,7895058484147,Luva Termica,Vestuario,91,16,30,F1,Nivel 2,F1-2,Disponivel,True,L2026680,55.4x15.1x16.3,6.85,Ponto Central Suprimentos,2026-01-12,2026-04-17,20.16,29.78
SKU-5867,7895786552057,Livro Infantil Ilustrado,Livros e Papelaria Tecnica,465,71,20,E2,Nivel 3,E2-3,Disponivel,False,L2026382,31.1x17.9x33.0,8.66,Ponto Central Suprimentos,2026-04-02,2026-04-02,292.61,583.55
SKU-4771,7890292718225,Serra Circular Portatil,Ferramentas,316,1,40,B2,Nivel 3,B2-3,Disponivel,False,L2026414,34.7x6.2x36.3,11.58,Importadora Bravo,2026-04-07,2026-04-24,237.88,326.02
SKU-3261,7898982245549,Jaqueta Corta-Vento,Vestuario,372,35,10,A1,Nivel 1 (Solo),A1-1,Disponivel,False,L2026330,13.0x37.7x35.5,11.21,Global Trade Comercio Exterior,2026-06-15,2026-07-09,306.82,592.33
SKU-3113,7897634272476,Camiseta Regata,Vestuario,238,13,50,C2,Nivel 2,C2-2,Disponivel,False,L2026067,26.1x22.5x35.6,10.38,Nortex Distribuicao,2026-05-25,2026-05-28,376.26,699.91
SKU-1901,7898499795728,"Panela de Pressao 4,5L",Casa e Cozinha,466,47,30,F2,Nivel 4 (Alto),F2-4,Reservado,False,L2026053,36.7x45.7x31.7,2.55,Comercio Atlas S.A.,2026-04-20,2026-05-08,341.95,574.85
SKU-2447,7890446081977,Forma de Silicone para Bolo,Casa e Cozinha,131,4,10,C3,Nivel 2,C3-2,Reservado,True,L2026697,39.4x20.2x34.8,11.37,Global Trade Comercio Exterior,2026-05-05,2026-06-04,272.43,436.01
SKU-4775,7899106183556,Serra Circular Portatil,Ferramentas,309,55,20,E1,Nivel 3,E1-3,Reservado,False,L2026248,56.2x30.9x28.4,12.39,Global Trade Comercio Exterior,2026-05-03,2026-05-30,448.87,607.27
SKU-3698,7895703659593,Kit Barbear,Higiene e Beleza,161,61,15,E1,Nivel 2,E1-2,Disponivel,False,L2026590,15.3x5.1x12.5,13.35,Prime Supply Comercio,2025-12-23,2026-03-28,404.83,832.13
SKU-3993,7896500021972,Protetor Solar FPS 50,Higiene e Beleza,228,53,30,D2,Nivel 4 (Alto),D2-4,Disponivel,False,L2026447,7.7x22.4x17.9,5.79,Global Trade Comercio Exterior,2026-07-12,2026-07-19,332.24,577.82
SKU-1742,7894911650200,Cartao de Memoria 128GB,Eletronicos,21,9,10,B3,Nivel 2,B3-2,Reservado,False,L2026119,19.9x32.6x35.0,11.2,Global Trade Comercio Exterior,2026-02-13,2026-02-13,422.12,599.04
SKU-3294,7894918684987,Bermuda Moletom,Vestuario,356,34,25,B1,Nivel 2,B1-2,Disponivel,False,L2026664,28.3x41.9x18.1,9.61,Union Cargo Distribuidora,2026-07-12,2026-07-22,347.53,515.79
SKU-3453,7892532932446,Tenis Casual Unissex,Vestuario,137,68,50,B2,Nivel 3,B2-3,Reservado,False,L2026495,60.2x37.4x28.1,4.49,Ponto Central Suprimentos,2026-06-13,2026-06-22,456.46,776.25
SKU-4481,7898425619623,Furadeira Eletrica 500W,Ferramentas,392,17,15,E1,Nivel 4 (Alto),E1-4,Disponivel,False,L2026364,34.1x25.4x41.7,5.09,Prime Supply Comercio,2026-06-07,2026-07-05,46.57,71.4
SKU-5196,7899382887773,Brinquedo Mordedor para Caes,Pet Shop,373,63,30,B1,Nivel 3,B1-3,Disponivel,False,L2026917,21.2x15.5x25.1,0.42,Nortex Distribuicao,2025-11-30,2026-07-25,113.73,258.36
SKU-2207,7894207675146,Filtro de Agua de Bancada,Casa e Cozinha,227,44,30,A2,Nivel 1 (Solo),A2-1,Disponivel,True,L2026808,51.8x7.6x25.5,0.5,Distribuidora Vega Ltda,2026-04-23,2026-04-23,228.28,353.22
SKU-1510,7892872866043,Pulseira Fitness,Eletronicos,222,37,10,F2,Nivel 3,F2-3,Disponivel,False,L2026629,44.4x11.1x22.9,13.33,Global Trade Comercio Exterior,2026-03-02,2026-05-07,296.79,505.45
SKU-5265,7897737534747,Guia Retratil,Pet Shop,142,48,25,A3,Nivel 2,A3-2,Disponivel,False,L2026149,44.2x34.9x7.1,7.31,Nortex Distribuicao,2025-11-14,2026-07-21,172.56,391.8
SKU-5428,7896695343293,Kit Palhetas Limpador de Para-brisa,Automotivo,31,3,20,B2,Nivel 3,B2-3,Disponivel,False,L2026552,53.5x10.1x19.4,12.8,Metropolitana Atacado,2026-07-07,2026-07-28,390.55,850.75
SKU-5734,7891023689913,Livro Tecnico de Programacao,Livros e Papelaria Tecnica,293,21,30,F1,Nivel 4 (Alto),F1-4,Disponivel,False,L2026019,54.0x21.4x33.3,7.96,Comercio Atlas S.A.,2026-04-14,2026-04-14,212.31,289.36
SKU-5703,7890904337066,Livro Best-seller Ficcao,Livros e Papelaria Tecnica,423,78,10,F2,Nivel 4 (Alto),F2-4,Reservado,False,L2026839,44.0x24.6x21.4,3.36,Nortex Distribuicao,2026-02-25,2026-04-05,91.82,184.29
SKU-2550,7890417372233,Caderno Espiral 100fls,Papelaria,68,53,20,C2,Nivel 4 (Alto),C2-4,Reservado,False,L2026115,62.4x34.2x10.7,2.0,Comercio Atlas S.A.,2025-12-03,2026-07-18,476.69,733.52
SKU-4808,7896229782482,Serra Tico-Tico,Ferramentas,416,11,30,F2,Nivel 2,F2-2,Disponivel,True,L2026057,51.3x12.4x32.9,8.55,Prime Supply Comercio,2026-04-22,2026-06-12,112.13,239.61
SKU-3203,7898504162750,Bone Aba Curva,Vestuario,439,80,10,A1,Nivel 2,A1-2,Disponivel,False,L2026689,51.7x14.6x2.5,10.11,Ponto Central Suprimentos,2026-05-28,2026-07-07,87.2,133.0
SKU-3567,7898144298369,Luva Termica,Vestuario,239,52,30,A1,Nivel 4 (Alto),A1-4,Disponivel,False,L2026100,60.9x19.9x32.9,0.65,Ponto Central Suprimentos,2026-04-24,2026-07-25,154.82,220.56
SKU-3828,7891352211113,Perfume 100ml,Higiene e Beleza,299,3,30,C3,Nivel 2,C3-2,Em Conferencia,True,L2026669,18.6x14.4x3.9,11.53,Nortex Distribuicao,2026-01-25,2026-07-16,245.51,467.82
SKU-3045,7895680846900,Apontador com Deposito,Papelaria,53,43,10,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026804,47.5x17.6x27.8,6.79,Distribuidora Vega Ltda,2026-06-11,2026-07-15,184.97,276.48
SKU-1768,7899197014265,Suporte para Celular Veicular,Eletronicos,338,17,50,C2,Nivel 1 (Solo),C2-1,Disponivel,False,L2026682,16.1x8.8x4.2,9.25,Ponto Central Suprimentos,2026-03-04,2026-04-02,394.23,734.66
SKU-6001,7893642511798,Luminaria de Mesa LED,Utilidades para Escritorio,475,67,10,E2,Nivel 2,E2-2,Reservado,True,L2026476,33.2x41.1x21.7,4.22,Fornecedora Horizonte Ltda,2025-11-10,2026-02-11,455.04,1013.54
SKU-4950,7890834573077,Martelo Unha 25mm,Ferramentas,53,7,10,B3,Nivel 2,B3-2,Em Conferencia,False,L2026971,18.9x24.2x41.1,4.2,Union Cargo Distribuidora,2026-01-22,2026-02-25,189.82,337.36
SKU-1422,7895226557673,Power Bank 10000mAh,Eletronicos,211,77,40,B3,Nivel 2,B3-2,Reservado,False,L2026236,38.4x28.2x21.7,5.42,Prime Supply Comercio,2025-12-20,2026-02-11,442.68,758.77
SKU-1124,7891554262210,Fone de Ouvido com Fio,Eletronicos,288,1,30,A3,Nivel 4 (Alto),A3-4,Disponivel,False,L2026919,60.3x31.5x19.7,1.45,Comercio Atlas S.A.,2026-04-15,2026-04-27,105.41,217.23
SKU-5273,7899717162674,Guia Retratil,Pet Shop,66,10,30,D2,Nivel 4 (Alto),D2-4,Disponivel,False,L2026534,8.1x44.5x6.9,5.87,Metropolitana Atacado,2026-03-16,2026-05-17,345.18,751.41
SKU-4255,7895459480625,Kit Massinha de Modelar,Brinquedos,295,40,10,E1,Nivel 4 (Alto),E1-4,Reservado,False,L2026917,29.3x24.3x16.2,8.35,Nortex Distribuicao,2026-02-06,2026-05-04,242.22,472.86
SKU-1820,7897092071154,Adaptador USB-C para HDMI,Eletronicos,82,28,50,C3,Nivel 1 (Solo),C3-1,Disponivel,False,L2026362,11.8x39.2x31.0,12.7,Metropolitana Atacado,2026-05-28,2026-07-16,209.37,473.08
SKU-2404,7897552977606,Escorredor de Louca,Casa e Cozinha,133,45,10,A1,Nivel 1 (Solo),A1-1,Disponivel,False,L2026720,31.9x28.4x30.3,5.34,Comercio Atlas S.A.,2026-06-15,2026-07-11,124.46,177.42
SKU-2383,7890453585970,Tabua de Corte de Bambu,Casa e Cozinha,31,8,15,B1,Nivel 2,B1-2,Reservado,False,L2026261,32.4x44.2x14.5,0.63,Importadora Bravo,2026-05-31,2026-06-23,167.93,374.19
SKU-3149,7891567541357,Meia Cano Alto (par),Vestuario,321,45,20,C2,Nivel 2,C2-2,Disponivel,True,L2026317,48.4x25.5x19.7,8.85,Global Trade Comercio Exterior,2026-01-31,2026-07-21,348.57,669.63
SKU-2576,7898322402397,Caneta Esferografica Azul (cx 50un),Papelaria,201,16,15,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026399,51.2x16.9x3.6,4.74,Global Trade Comercio Exterior,2026-03-31,2026-04-02,392.27,794.33
SKU-2639,7897299335707,Mochila Escolar,Papelaria,358,32,15,F1,Nivel 2,F1-2,Disponivel,False,L2026547,48.1x39.4x14.3,4.04,Importadora Bravo,2026-02-16,2026-03-22,194.82,341.42
SKU-2796,7890261353426,Calculadora Cientifica,Papelaria,180,43,20,C3,Nivel 2,C3-2,Disponivel,False,L2026353,18.3x16.0x6.9,1.06,Distribuidora Vega Ltda,2026-06-07,2026-07-01,346.66,741.7
SKU-5942,7899919411013,Mesa de Escritorio Compacta,Utilidades para Escritorio,136,40,50,A2,Nivel 4 (Alto),A2-4,Disponivel,False,L2026913,25.6x26.4x40.0,8.5,Distribuidora Vega Ltda,2025-12-18,2026-01-03,431.15,849.83
SKU-1400,7892588967928,Caixa de Som Bluetooth,Eletronicos,4,1,20,C3,Nivel 2,C3-2,Baixo Estoque,True,L2026380,21.8x44.5x27.6,9.92,Nortex Distribuicao,2026-01-26,2026-06-26,71.91,135.85
SKU-3311,7899999628936,Bermuda Moletom,Vestuario,399,23,10,A1,Nivel 3,A1-3,Disponivel,False,L2026585,28.6x7.2x39.4,1.39,Fornecedora Horizonte Ltda,2026-06-07,2026-07-24,243.17,339.21
SKU-1883,7898457202664,Panela Antiaderente 24cm,Casa e Cozinha,356,51,20,E2,Nivel 2,E2-2,Disponivel,True,L2026608,25.1x13.8x26.7,7.94,Importadora Bravo,2026-02-07,2026-04-29,277.58,399.57
SKU-6102,7895620186110,Quadro Branco 60x90cm,Utilidades para Escritorio,325,40,20,E2,Nivel 4 (Alto),E2-4,Disponivel,False,L2026208,14.1x20.3x26.7,4.43,Importadora Bravo,2025-12-27,2026-03-30,65.39,112.03
SKU-6000,7893063377317,Luminaria de Mesa LED,Utilidades para Escritorio,4,4,30,B1,Nivel 2,B1-2,Baixo Estoque,True,L2026029,19.2x34.3x35.0,11.77,Metropolitana Atacado,2025-11-12,2026-05-11,258.82,565.24
SKU-2353,7891270650766,Jogo de Copos de Vidro,Casa e Cozinha,463,19,10,A3,Nivel 2,A3-2,Disponivel,True,L2026255,23.5x23.0x29.8,9.41,Ponto Central Suprimentos,2026-01-27,2026-01-28,304.98,517.38
SKU-4552,7894000453446,Kit Chaves de Fenda (12pc),Ferramentas,201,23,20,C2,Nivel 2,C2-2,Reservado,False,L2026700,22.3x15.4x12.5,0.34,Metropolitana Atacado,2026-03-07,2026-07-10,238.91,432.41
SKU-5669,7893243845711,Camera de Re Automotiva,Automotivo,423,49,10,C2,Nivel 1 (Solo),C2-1,Reservado,True,L2026514,39.9x20.0x37.9,2.81,Importadora Bravo,2025-11-30,2026-02-13,402.61,915.95
